name,category,country,city,genre,stream_url,logo_url,source_url,language,countrycode,stationuuid
Radio Taquara,Brasil • Português • Pop,Brazil,,hits,http://r13.ciclano.io:8165/stream,,https://www.radiotaquara.com.br/,Português,BR,d3cc8048-1268-4195-be8e-663d58b179b9
Rádio Itatiunga 102.9 FM,Brasil • Português • Pop,Brazil,Paraiba,"eclética,hits",https://str1.streamhostpg.com.br:8100/stream,https://img.radios.com.br/radio/lg/radio13341_1495981602.jpg,http://www.102fmpatos.com.br/,Português,BR,f6f2ccd1-9c1a-47ca-9caf-1edd6c66eed1
Rádio Ótima 95.5 FM,Brasil • Português • Pop,Brazil,Sao Paulo (Brazil),"hits,popular",https://ice.fabricahost.com.br/otimafm955,https://img.radios.com.br/radio/lg/radio13788_1646778590.png,https://www.otimafm.com.br/,Português,BR,088fcbf4-06f7-4881-8c8e-a5b9ea52018c
Antena 1 FM 91.3 MHz / Juiz de Fora - MG,Brasil • Português • Pop,Brazil,Minas Gerais,"soft adult contemporary,soft rock",https://stream02.ouveai.com.br:7017/stream,https://a1media.antena1.com.br/image/album/400x400/default-antena1.jpg,https://www.antena1.com.br/,Português,BR,fbc8a547-2764-4b35-a3cb-4b9ea2ffab1f
Universitária FM 102.1,Brasil • Português • Pop,Brazil,São Paulo,pop,https://stm3.srvif.com:7726/stream,,https://universitaria.fm.br/,Português,BR,e125e305-0cc9-4751-956d-fc66e9a2539c
Radio ABR Music,Brasil • Português • Pop,Brazil,,pop,http://r11.ciclano.io:9191/stream,,https://abrmusic.com.br/,Português,BR,b481d89a-2aca-4dea-8178-02744fccee7d
Rádio Itay 88.7 FM,Brasil • Português • Pop,Brazil,PR,"pop music,sertanejo,sertanejo raiz",https://stm1.streamproarte.com.br:7530/stream,https://radioitay.com.br/wp-content/uploads/2023/07/image-removebg-preview-14.png,https://radioitay.com.br/,Português,BR,1d4c34ed-3c32-4182-9232-6c3304f75b12
"Jovem pan 101,3 FM Maringá",Brasil • Português • Pop,Brazil,Parana,"jovem,pop rock",https://shout35.crossradio.com.br:18040/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1013-fm/8801,https://jovempan.com.br/afiliada/maringa-fm,Português,BR,f9008d87-9351-4a8f-9673-544b0ad1a039
Web Rádio Doval,Brasil • Português • Pop,Brazil,"Fortaleza, Ceará","dance,forró,sertanejo",https://stm9.voxhd.com.br:13288/,https://www.facebook.com/share/1D5odWYdaG/,https://aureliolimanews.com.br/,Português,BR,3b848cc8-e9d6-4cbd-a77e-2cc1984b3b4b
Circus Radio,Brasil • Português • Pop,Brazil,,"70s,80s,90s,classic hits,oldies",http://radio.rpointernet.com.br:5788/;,,http://www.circusradio.com/,Português,BR,19c2ba1d-0975-4aa0-9998-9892f3e27f17
Cultural FM,Brasil • Português • Pop,Brazil,,"brazilian music,hits,pop",http://02.stmip.net:8096/;,http://culturalfm.com.br/img/logo.png?1741492967,http://culturalfm.com.br/,Português,BR,73598095-69ba-4f9b-8a33-de5cfe32a841
União FM - Porto Alegre,Brasil • Português • Pop,Brazil,Rio Grande do Sul,"mpb,news,pop,rock",https://stream.ouveai.com.br/proxy/uniaonh?mp=/stream,https://www.uniaofm.com.br/wp-content/themes/radiouniaotheme/favicon/favicon-128.png,https://www.uniaofm.com.br/,Português,BR,8261610c-dc2d-4e8f-b7d1-efa43fe1e91e
Rádio Music Hall,Brasil • Português • Pop,Brazil,São Paulo,"flashback,pop-rock",http://server02.ouvir.radio.br:8050/stream,https://img.radios.com.br/radio/lg/radio34072_1446728798.jpg,http://radios.gratis/,Português,BR,8ea74eba-22fb-420f-a669-d270d24be011
Rádio Ótima 90.3 FM,Brasil • Português • Pop,Brazil,Sao Paulo (Brazil),"hits,popular",https://ice.fabricahost.com.br/otimafm903,https://img.radios.com.br/radio/lg/radio27258_1646778302.png,https://www.otimafm.com.br/,Português,BR,be21c549-41f8-4121-a584-3ecd5ded97b2
"Sucesso FM 88,3",Brasil • Português • Pop,Brazil,Rio de Janeiro,"brasil,funk,nova friburgo,pagode,pop,rio de janeiro,sertanejo",https://servidor36.brlogic.com:8300/live?1696916321806,https://public-rf-upload.minhawebradio.net/17549/program/7d841a5fa803032a7e8656166559739f.jpg,https://sucessofm.com.br/,Português,BR,df98c5cd-6b25-4381-950b-d15753439b97
"Santa Bárbara FM 95,9",Brasil • Português • Pop,Brazil,,pop,https://servidor36-4.brlogic.com:8474/live,https://public-rf-upload.minhawebradio.net/39758/mobileicon/636ee3ceb43dc23b3c32ad3f1a83cb34x192.png,https://santabarbarafm.com/,Português,BR,571d68cb-0a54-4e1c-83f6-6f3ef95b5dbb
Só Se For Dance,Brasil • Português • Pop,Brazil,Rio Grande do Sul,Pop,http://stream-155.zeno.fm/u0vqwmqxcf9uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ1MHZxd21xeGNmOXV2IiwiaG9zdCI6InN0cmVhbS0xNTUuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiZE9rVGRqU3VSei0zblJBSDZkLWNXUSIsImlhdCI6MTc2ODQ1NTI4MiwiZXhwIjoxNzY4NDU1MzQyfQ.VS7silrsmGms8mKCr6DljQxLdJcal-pMyjn8hWSI6kY,https://zeno.fm/favicon.ico,https://zeno.fm/radio/bk4zsmqxcf9uv/,Português,BR,422cdde6-f77c-44c2-b29b-a00e3116580e
Jovem Pan FM - Salvador - BA - 91.3,Brasil • Português • Pop,Brazil,Bahia,"contemporary hits radio,jovem,jovem pan,pop,pop rock,top 40","https://shout25.crossradio.com.br:18022/1,%20https://shout25.crossradio.com.br:18022/1",https://jpimg.com.br/uploads/2022/12/afiliadas-salvador-500x500.jpg,https://jovempan.com.br/afiliada/salvador-fm,Português,BR,1ffa43f3-40e6-4ca5-b42c-bbc9c5f0e708
"FM Liberdade 101,1",Brasil • Português • Pop,Brazil,"Patos de Minas, MG","pop,sertaneja",https://8148.brasilstream.com.br/stream,http://fmliberdade.com/img/icon.png,http://fmliberdade.com/,Português,BR,f60dd19f-22bb-4bf0-ba21-f7848ee69533
Radio Hot 97.7,Brasil • Português • Pop,Brazil,,"brazilian music,hits,pop",http://servidor23.brlogic.com:7782/autodj,,http://hot107.com.br/,Português,BR,79a33903-2a7e-4195-a108-a7bf3660eaa3
Hunter.FM - O Canal Pop,Brasil • Português • Pop,Brazil,São Paulo,Pop,https://live.hunter.fm/pop_normal,https://hunter.fm/images/icon-logo-default.png,https://hunter.fm/,Português,BR,db1e3b4b-cad7-4832-a76b-0e4fbb0814a7
Premium FM 94.7 MHz Muriaé MG,Brasil • Português • Pop,Brazil,Minas Gerais,classic hits,https://live.paineldj.com.br/proxy/premiumfm?mp=/stream,https://premiumfm.com.br/wp-content/uploads/2022/06/premium-azul.png,https://www.premiumfm.com.br/,Português,BR,102ec59e-3784-4013-a759-c53fa4cf085a
"Rádio Líder 87,9 FM",Brasil • Português • Pop,Brazil,Mato Grosso do Sul,"ecletica,pop,radio comunitaria,sertanejo",https://9182.brasilstream.com.br/stream,https://static.mytuner.mobi/media/tvos_radios/899/lider-fm-maracaju.9907fb7f.png,https://www.liderfmonline.com.br/,Português,BR,5bc6fe06-6fd0-4bb0-9bf8-115295103c14
BONS TEMPOS FM,Brasil • Português • Pop,Brazil,SP,classic hits,https://stm7.xradios.com.br:6888/,,https://www.webradiobonstempos.com/,Português,BR,2dca939e-b8af-4f3d-903c-7e045a2d6355
SomBR,Brasil • Português • Pop,Brazil,,"adult contemporary,bossa nova,dance,eclectic,eclectic programming,metal,mpb,rock",https://airadio.duckdns.org/listen/radio_sombr/radio,https://airadio.duckdns.org/static/uploads/radio_sombr/album_art.1781113785.webp,https://airadio.duckdns.org/,Português,BR,a5be9e80-bcd9-4ea1-bdd0-88b40bf8866e
Rádio Ótima 89.1 FM,Brasil • Português • Pop,Brazil,Sao Paulo (Brazil),"hits,popular",https://f108.fabricahost.com.br/otimafm891?f=1768437175N01KEZH3NEF9QXY6TAT9WJ3VS5D&tid=01KEZH3NEF5YQV674YKSCWC9NN,https://img.radios.com.br/radio/lg/radio39929_1646778380.jpeg,https://otimafm.com.br/,Português,BR,3f5ab69d-254e-4399-a267-8b0a45835248
Eldorado FM - São Paulo,Brasil • Português • Pop,Brazil,São Paulo,"adult contemporary,adulta,jazz,mpb",https://eldoradolive01.akamaized.net/hls/live/2041487/eldorado/master.m3u8,https://img.radios.com.br/radio/lg/radio13051_1439401448.jpg,https://eldorado.estadao.com.br/,Português,BR,523fdf97-a758-4ffc-88b9-e36614e943fd
Radio Paiquerê,Brasil • Português • Pop,Brazil,"Londrina, Paraná","news,pop",https://ice.fabricahost.com.br/paiquere917,https://www.paiquere.com.br/wp-content/uploads/2024/02/fav.jpeg#170,https://www.paiquere.com.br/,Português,BR,24378572-cb36-4bb2-bcd7-15c097b2f1b9
Rádio Kboing 100.3 FM,Brasil • Português • Pop,Brazil,São Paulo,"adult,adulta,pop,pop rock",https://stream.knbcdn.com.br/kboing-fm/kbostream/playlist.m3u8,https://img.radios.com.br/radio/lg/radio29604_1653915617.jpg,https://www.kboingfm.com.br/,Português,BR,54866938-8bf3-456e-8a16-da5695124d72
Rádio Furacão 2000,Brasil • Português • Pop,Brazil,Rio de Janeiro,"brazilian pop,dance",https://servidor24-1.brlogic.com:7516/live?source=website,https://public-rf-upload.minhawebradio.net/111279/mobileicon/d5b82a5ec287583c0d89eaa8726c323fx192.png,https://www.radiofuracao2000.com/,Português,BR,475aef60-45f3-48ce-8e6e-a9f0a0212cdc
Sensação FM 105.5 Mhz (Rio Pomba - MG) (ZYN228),Brasil • Português • Pop,Brazil,Minas Gerais,"miscellaneous,popular music",https://sv10.hdradios.net:8226/stream,https://img.radios.com.br/radio/lg/radio31977_1607423966.jpeg,https://sensacaofm.com.br/,Português,BR,d3b79baa-5c90-4ae8-ba30-8b574b15eae7
Rádio CV Mais 97.5 FM,Brasil • Português • Pop,Brazil,"Piauí ,Teresina","hits,popular",https://ssl1.transmissaodigital.com:20098/;?1771932556038,https://img.radios.com.br/radio/lg/radio157979_1628521296.jpeg,http://www.cvmais.com/,Português,BR,a2a887c9-7249-4bbc-80e3-a13bc3c882cd
Cultura FM 95.1 Mhz (Uberlândia - MG) (ZYC697),Brasil • Português • Pop,Brazil,Minas Gerais,"brazilian music,miscellaneous,popular music",https://8040.brasilstream.com.br/stream,,https://radioculturafm.com.br/,Português,BR,f5bb8e71-3333-4468-9cab-70389a9cf45b
Rádio Mix 106.3 FM,Brasil • Português • Rock,Brazil,Sao Paulo,"chr,pop-rock,youth",https://playerservices.streamtheworld.com/api/livestream-redirect/MIXFM_SAOPAULOAAC.aac,https://img.radios.com.br/radio/lg/radio13955_1720711597.png,https://aovivo.radiomixfm.com.br/,Português,BR,901c92bd-a757-449a-b8ce-652b079fd38a
89 FM A Rádio Rock Goiânia,Brasil • Português • Rock,Brazil,Goiás,"classic rock,hard rock,rock",https://ice.fabricahost.com.br/89aradiorockgo,https://89goiania.com.br/wp-content/uploads/2024/07/icone_89.png,https://89goiania.com.br/,Português,BR,11a88d11-8a29-4976-b455-1d9bf709e599
Radio Jovem Pan 99.1 FM Belo Horizonte,Brasil • Português • Rock,Brazil,Minas Gerais,"90s,pop,rock",https://8062.brasilstream.com.br//stream?origem=jovem_pan_site,https://s.jpimg.com.br/wp-content/themes/jovempan/assets/build/images/favicons/favicon-32x32.png,https://jovempan.com.br/afiliada/bh-fm,Português,BR,2eb41659-1b7c-43e5-9b98-36634086a73c
89 A Radio Rock,Brasil • Português • Rock,Brazil,São Paulo,"alternative rock,rock",https://playerservices.streamtheworld.com/api/livestream-redirect/RADIO_89FM_ADP.aac?dist=site-89fm,,https://www.radiorock.com.br/,Português,BR,65908a60-3a4c-4d8c-b66c-d8eb96faefc6
Rádio Cidade - Rio de Janeiro - 102.9 FM - ZYD462,Brasil • Português • Rock,Brazil,Rio de Janeiro,"brazilian rock,classic rock,hot adult contemporary,soft rock",https://playerservices.streamtheworld.com/api/livestream-redirect/RADIOCIDADEAAC.aac,,https://radiocidade.fm/,Português,BR,06da0d92-28c2-11e9-a80b-52543be04c81
Jovem Pan FM - Florianópolis - SC,Brasil • Português • Rock,Brazil,Santa Catarina,"chr,contemporary hits radio,dance,electronic dance music,jovem,jovem pan,pop,pop rock,top 40",https://live.paineldj.com.br/proxy/jfloripa?mp=/stream,https://jpimg.com.br/uploads/2024/02/avatar-florianopolis-rgb-500x500.png,https://jovempan.com.br/afiliada/floripa-fm,Português,BR,bf64595a-eed4-49de-94e5-87c1bb813a74
Kiss FM - 92.5 - São Paulo,Brasil • Português • Rock,Brazil,São Paulo,rock,https://26593.live.streamtheworld.com/RADIO_KISSFM_ADP.aac,,https://kissfm.com.br/aovivo/,Português,BR,f0d81ba6-285c-4b93-97c9-4398d20c7797
Bons Tempos FM,Brasil • Português • Rock,Brazil,,"nostalgia,nostalgic,rock,romantic",https://server02.ouvir.radio.br:8050/stream?1609720768800,https://static.radios.com.br/img/apple-touch-icon.png,https://www.radios.com.br/aovivo/bons-tempos-fm/37027,Português,BR,345cc08c-a5e3-43d9-9543-0626f2081177
Rádio Studio Flashback,Brasil • Português • Rock,Brazil,Minas Gerais,"00's,00s,2000's,2000s,70's,70s,80's,80s,90's,90s,adult contemporary,adult hits,classic hits,classic rock,classics,flash back,flashback,love songs,new classics,oldies,pop,romantic",https://stream-163.zeno.fm/6gv76f1xruquv?zs=SvdWy-tsTtCXPZ9IZC0ASA,https://pbs.twimg.com/media/GE7jNgZWQAEcxNb?format=png&name=240x240,https://studioflashback.com.br/,Português,BR,c064c241-a2c2-4dd9-b889-b292535397fe
012 Rock News,Brasil • Português • Rock,Brazil,Sao Paulo (Brazil),Rock,http://9881.brasilstream.com.br/stream,https://www.012news.com.br/wp-content/uploads/2022/07/novo-logo1.png,https://www.012news.com.br/,Português,BR,f509ca0d-b4fd-44fa-bf88-5a20ddbc7e2d
Rede Grauna FM,Brasil • Português • Rock,Brazil,Bahia,"brasil,local news,mpb,música popular brasileira,pop rock,various",https://centova11.ipstm.net:20032/stream,,https://www.graunafm.com.br/,Português,BR,0f2ee084-9a81-40aa-a5a5-086fb2369c73
Radio AnimeNight,Brasil • Português • Rock,Brazil,,"90s,anime,j-pop,japanese,japanese anime soundtracks game jpop vgm ost,japanese music,jpop,pop,rock",https://stm16.voxhd.com.br:10374/app128,https://www.animenight.com.br/logo.png,https://www.animenight.com.br/,Português,BR,8f19d10d-5b9f-4120-964c-eebbb3745921
"Massa FM 101,1 (Ponta Grossa - PR)",Brasil • Português • Rock,Brazil,PR,"pop music,pop rock,sertanejo,sertanejo raiz",https://live.virtualcast.com.br/massapontagrossa,https://tudoradio.com/img/uploads/radios/radio_massafmpontagrossa.png,https://massa.com.br/massa-fm-ponta-grossa/,Português,BR,45b2f3d4-b188-42ae-bb8c-d57e95d652ce
BR - The Classic Rock,Brasil • Português • Rock,Brazil,Minas Gerais,"classic rock,hard rock,heavy metal,oldies,rock",https://stream.zeno.fm/nbq1aq62gd0uv,https://cdn.onlineradiobox.com/img/l/5/94775.v6.png,https://radiorockfm.com.br/br,Português,BR,195f2990-e0d3-4b34-8aab-5b173ddb6c6e
"Jovem pan 100,9 FM feira de Santana",Brasil • Português • Rock,Brazil,Bahia,"jovem,pop rock",https://8046.brasilstream.com.br/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1009-fm/13358,https://jovempan.com.br/afiliada/feiradesantana-fm,Português,BR,cfcd4939-2052-45fc-b2a2-54680decef18
98 Rock,Brasil • Português • Rock,Brazil,Minas Gerais,rock,https://8185.brasilstream.com.br/stream,,https://rede98.com.br/,Português,BR,be3907df-64a7-4df9-8158-61b7dc8c881c
91 Rock - Curitiba (web),Brasil • Português • Rock,Brazil,Parana,"brazilian rock,rock",http://servidor40.brlogic.com:8044/live,,https://91rock.com.br/,Português,BR,a35b909a-b461-11e8-afe1-52543be04c81
Só Cacarecos - Classic Rock,Brasil • Português • Rock,Brazil,Rio de Janeiro,"classic rock,progressive rock,soft rock",http://sokakarecos.ddns.net:9030/rock128,,http://sokakarecos.com/,Português,BR,eda6bad4-8015-4494-b43e-b3d5b97a41c3
98 ROCK BRASIL,Brasil • Português • Rock,Brazil,,Rock,https://stm41.stmsrv.com:16614/stream?type=http&nocache=1897905694,https://cdn.stmsrv.com/multi/16614/logo_r1dbkqc.png,https://98rock.com.br/,Português,BR,37d3cffd-c048-40b5-8023-a8179d7b3787
Itapema 102.3 FM,Brasil • Português • Rock,Brazil,Rio Grande do Sul,"blues,classic rock,jazz,rock,soft rock",https://liverd102fm.rbsdirect.com.br/primary/ita_poa.sdp/chunklist_0ac85862-caaa-446f-93bf-3e12816c36a0.m3u8,,https://1023.clicrbs.com.br/#!/home,Português,BR,0f9b53ac-460c-4ad1-8fdc-aee4f446fafd
Rock Classic Bits,Brasil • Português • Rock,Brazil,"Santa Catarina, SC","blues,blues rock,classic rock,rock en español,soft rock",http://stm25.xcast.com.br:6862/,,https://gilbertohart.wixsite.com/rock-classic-bits,Português,BR,b8a0cfa8-922d-483e-a3d0-540852bf1a46
Rádio Cidade,Brasil • Português • Rock,Brazil,Rio de Janeiro,"brazilian music,contemporary,pop,rock",http://playerservices.streamtheworld.com/api/livestream-redirect/RADIOCIDADEAAC.aac,https://radiocidade.fm/favicon.ico,https://radiocidade.fm/,Português,BR,9ab23180-17de-11e8-ae97-52543be04c81
Dixie Rebel,Brasil • Português • Rock,Brazil,São Paulo,"blues rock,classic rock,rock & roll",https://servidor36.brlogic.com:8572/live,,https://www.dixierebel.com.br/,Português,BR,0ec65b23-5732-4825-9e39-7df7856bb39b
89FM Radio Rock,Brasil • Português • Rock,Brazil,São Paulo,rock,https://playerservices.streamtheworld.com/api/livestream-redirect/RADIO_89FM_ADP.aac,,https://www.radiorock.com.br/,Português,BR,4a7680b2-f3da-4454-b80d-ba739f267431
Rádio Bla Rock,Brasil • Português • Rock,Brazil,São Paulo,classic rock,https://s12.maxcast.com.br:8086/live,,https://www.radiobla.com.br/,Português,BR,e29587c0-b1c6-4f50-8209-6c8a098ebcdf
Rádio Disney 91.3 FM,Brasil • Português • Rock,Brazil,Sao Paulo (Brazil),"jovem,pop rock,sertanejo",https://playerservices.streamtheworld.com/api/livestream-redirect/DISNEY_BRA_SP.mp3,https://images.app.goo.gl/fNFY7gv7C3w9dwtWA,http://www.disney.com.br/radio/,Português,BR,b30a4855-02c0-4fbf-95db-fde57d0fc06a
Mundo Livre FM,Brasil • Português • Rock,Brazil,Curitiba,alternative rock,https://playerservices.streamtheworld.com/api/livestream-redirect/MUNDOLIVRE_CWBAAC_64.aac,https://mundolivrefm.com.br/wp-content/uploads/2021/10/27122403/cropped-mundo-livre-logo-180x180.jpg,https://mundolivrefm.com.br/,Português,BR,3d72d9ae-d7e4-4742-b901-d9fa6e49a8a6
Rádio Ziggy - Rock Brasil (MP3),Brasil • Português • Rock,Brazil,Minas Gerais,"brazilian music,rock",http://stream.zeno.fm/0y68rshdreruv,https://i.ibb.co/fYN5mfBr/94405-v2.jpg,https://ziggywebradio.wixsite.com/radioziggy,Português,BR,a5f7ce2c-c6bd-424b-9b9a-4f1e1be86929
RADIO520,Brasil • Português • Rock,Brazil,,"classic rock,country pop,dance music,pop rock,sports news",https://stm7.xcast.com.br:9182/index,,https://www.radio520.com.br/,Português,BR,68fcf01b-98ad-4fc4-8deb-be5c4a341f40
Rádio Atlântida 94.3 FM - Porto Alegre,Brasil • Português • Rock,Brazil,Rio Grande do Sul,"brazilian music,classic rock,rock,world music",https://playerservices.streamtheworld.com/api/livestream-redirect/RBS_RADIOSAAC.m3u8,https://upload.wikimedia.org/wikipedia/pt/5/53/Logotipo_da_Rede_Atl%C3%A2ntida.PNG,https://atl.clicrbs.com.br/,Português,BR,388cf178-1497-40da-a8c0-f2155362a6dd
107 FM Tatuí,Brasil • Português • Rock,Brazil,Sao Paulo,"local news,news,noticias,pop,rock",https://f108.fabricahost.com.br/107fm?f=1768440014N01KEZKTA1M1TPDQW0KTF63Z481&tid=01KEZKTA1MJQM48EZ7NP81GYVW,"https://static.wixstatic.com/media/37804f_ed9032a0826e40efa33fefcbf9fb882b~mv2.png/v1/fill/w_141,h_237,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo.png",https://www.107fm.net/,Português,BR,4dbf247c-52c0-44e8-bf5f-f9803f401fbd
Lightness of Rock,Brasil • Português • Rock,Brazil,Rio Grande do Sul,"blues,folk,progressive rock,psychedelic rock",https://stream.zeno.fm/n0dt87vrnd0uv,,https://zeno.fm/lightnessrock/,Português,BR,bc97d762-e996-44da-93f6-5769cadd2059
ELEKTRA RADIO,Brasil • Português • Rock,Brazil,Rio de Janeiro,"'synthpop',breaks,electro,freestyle,indie rock,miami bass,new retro wave",https://cast3.hoost.com.br:8952/stream,https://www.elektraradio.com/files/2026/01/logo_elektra_raio_03_mini-1.png,https://www.elektraradio.com/,Português,BR,6c6187ff-4866-47d0-a340-38967e9dc237
Radio Putzgrila,Brasil • Português • Rock,Brazil,Rio Grande do Sul,"alternative rock,classic rock,rock n roll",https://stream.ouveai.com.br/proxy/putzgrila?mp=/stream,,https://radioputzgrila.com.br/site/,Português,BR,3a1b96d5-3581-437d-8760-7074a2a13e34
Nova Onda FM,Brasil • Português • Rock,Brazil,São Paulo,"music,oldies,pop music,pop rock",https://ice.fabricahost.com.br/novaondafm,https://novaondafm.com.br/wp-content/uploads/2023/04/Nova-Onda-logo-colorido-300x169.png,https://novaondafm.com.br/,Português,BR,3f77f2e9-4ea5-4e15-a146-cf90ed50a42f
Jovem Pan FM - Brasília - DF - 106.3,Brasil • Português • Rock,Brazil,Distrito Federal,"contemporary hits radio,jovem,jovem pan,pop,pop rock,top 40",https://shout25.crossradio.com.br:18022/1,https://jpimg.com.br/uploads/2022/12/afiliadas-brasilia-106.3-500x500.jpg,https://jovempan.com.br/afiliada/brasilia-fm,Português,BR,77c0088f-9ae7-4bd3-a1de-edfc17f5ce86
EldoPop FM,Brasil • Português • Rock,Brazil,Rio de Janeiro,"hard rock,progressive rock",http://stm10.srvstm.com:34794/stream,http://eldopopfm.com/admin/assets/img/favicon.jpg,http://eldopopfm.com/,Português,BR,548d3232-fd53-4942-933b-38e9ddb4bcb3
Rádio Escola de Rádio,Brasil • Português • Rock,Brazil,Rio de Janeiro,"brazilian music,mpb,music school,pop,rio de janeiro,rock",https://radio.escoladeradio.com.br/listen/radio_er/radio.mp3,https://www.escoladeradio.com.br/radio-icon-512.png,https://www.escoladeradio.com.br/radio,Português,BR,26ff6924-856b-489c-970c-c90dd361c8f1
Ipe,Brasil • Português • Rock,Brazil,Brasília,"death metal,doujin,edm,idm,jpop,metal,symphonic metal",http://152.53.178.148:6670/,,https://0x45.pw/,Português,BR,d8b9886e-dcda-4122-9a71-d4e9c5bd7df3
Progressive Earth Radio,Brasil • Português • Rock,Brazil,São Paulo,progressive rock,http://sv10.hdradios.net:6674/;,https://img.radios.com.br/radio/lg/radio170330_1608747125.jpg,http://www.progressiveworldradio.com/,Português,BR,ea1961f6-8c80-4b47-b951-4411914dc814
Rádio Brasil 2000,Brasil • Português • Rock,Brazil,Sao Paulo (Brazil),rock,https://stm11.srvstm.com:6798/stream,https://brasil2000fm.com.br/wp-content/uploads/2025/03/cropped-FAVICON-2-192x192.jpg,https://brasil2000fm.com.br/,Português,BR,22278648-0793-4eaa-9d85-77c87b93fbee
Fan FM Aracaju,Brasil • Português • Rock,Brazil,SE,"mpb,pop,rock",http://08.stmip.net:7114/,https://redefanfm.com.br/wp-content/uploads/2023/07/favicon.jpg,https://redefanfm.com.br/,Português,BR,ed0b45a6-bd8f-4a31-8fe2-d13bfe4983d7
Jovem pan são jose dos campos,Brasil • Português • Rock,Brazil,"são jose dos campos, são paulo","2000s,2010s,90s,noticias,rock",https://r15.ciclano.io/proxy/radiomu1/stream,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlALeBErv6OLhaMLhA0hYXVdz6JhM7drb5_Q&s,https://radiosaovivo.net/jovem-pan-fm-sao-jose-dos-camp/,Português,BR,05b96e91-2622-4679-9808-93b2fb0787b3
Progsky,Brasil • Português • Rock,Brazil,Rio de Janeiro,progressive rock,https://cc4.streammaximum.com:20017/stream,https://www.progsky.com/wp-content/uploads/2024/08/LOGOBALANCE.png,https://www.progsky.com/,Português,BR,aa953a81-6daf-4b14-af2e-51adad60cbfb
"Jovem pan 107,5 FM Belém",Brasil • Português • Rock,Brazil,Pará,"jovem,pop rock,top 40",https://radio01.zas.media/8038/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1075-fm/266119,https://jovempan.com.br/afiliada/belem-fm#,Português,BR,e22a9daa-8f48-4950-9c59-bda4356abe86
Rádio Joli Beatles,Brasil • Português • Rock,Brazil,São Paulo,classic rock,https://stream.zeno.fm/3hgez706e3quv?zs,https://img.radios.com.br/radio/lg/radio111501_1560523801.png,https://zeno.fm/JoliBeatles,Português,BR,c177f52c-a3f0-4477-8837-e40990c68232
Kero Rock,Brasil • Português • Rock,Brazil,Rio Grande do Sul,"classic rock,rock",https://stm1.painelwshost.com.br:7012/,https://www.kerorock.com.br/public/60326-2023-05-11.png,https://www.kerorock.com.br/,Português,BR,56bc3c1f-ca97-49f6-a212-e047dda93239
Jovem Pan FM Campinas - 89.9,Brasil • Português • Rock,Brazil,Sao Paulo (Brazil),"pop,rock",https://paineldj5.com.br:20028/stream,,https://jovempan.com.br/afiliada/campinas-fm,Português,BR,3dcc5ceb-7bb4-4bf4-9270-4a6ee5c18a79
VINTAGE ROCK,Brasil • Português • Rock,Brazil,Sao Paulo (Brazil),rock,https://servidor29.brlogic.com:7004/live,"https://static.wixstatic.com/media/968b35_8abc350821884ad6b3b35e24cd6839b2~mv2.png/v1/fill/w_600,h_337,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/1.png",https://www.sistemavintage.com/,Português,BR,ebb83154-3c67-420c-82ea-ea39a9211ebb
Beatles 4 Ever (MP3),Brasil • Português • Rock,Brazil,,"classic rock,the beatles",http://stream.zeno.fm/ygdk890mug0uv,https://i.ibb.co/cSxC9QGC/image-2.webp,http://www.beatles4ever.br/,Português,BR,524abcd9-e1a4-4b91-8094-c56e0f9a2f40
RST Radio Rock,Brasil • Português • Rock,Brazil,Parana,"hard rock,progressive rock",https://servidor37-1.brlogic.com:8100/live,https://public-rf-upload.minhawebradio.net/113/fbplayer/7eb6b35b003a5c561f99df3588822931.jpg,https://rstradiorock.com.br/,Português,BR,fb1097c0-370b-45de-9d32-7f1f46c13d4e
Rock na Teia,Brasil • Português • Rock,Brazil,Sao Paulo (Brazil),rock,http://s19.maxcast.com.br:8182/live,https://static.wixstatic.com/media/1cf649_94d7175b59cc43d4ba0c0c9b9a025dac%7emv2.png/v1/fill/w_180%2ch_180%2clg_1%2cusm_0.66_1.00_0.01/1cf649_94d7175b59cc43d4ba0c0c9b9a025dac%7emv2.png,https://www.rocknateia.com.br/,Português,BR,af1456cb-2028-4466-8302-ce6a22133902
Rádio Agulha,Brasil • Português • Rock,Brazil,Porto Alegre,"alternative / indie,ecletic,mpb",https://titton.dvr.ovh:6702/stream,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.radioagulha.com.br%2Fpublic%2F95360-2025-03-10.png&f=1&nofb=1&ipt=275da5696b7114704c9ecb5f0a2e961fe3b44a7dd62141de483b1805fb0d9443,https://www.radioagulha.com.br/,Português,BR,f08ea35e-f7f4-4bae-bd22-b7e1243e18a4
